,ra,dec,redshift,plate,fiberid,PCA_1,PCA_2,PCA_3,class
29,0.6987358226096954,0.07549070349572419,0.0008689612956017123,0.2814341846758349,0.3483483483483484,0.4617652621547524,0.2784111278840721,0.4515660025962833,2
30,0.6987852737695623,0.07471923565994572,0.022598152709755726,0.0027013752455795695,0.4734734734734735,0.4716230039400057,0.15828130035340635,0.49456820329909496,0
31,0.6987158399682488,0.07390768803936124,0.013478201144216453,0.0027013752455795695,0.47047047047047047,0.5479754324129298,0.22072027844491096,0.41980359601332917,0
32,0.6991054820819816,0.07475291841190657,0.0007973185724141237,0.2814341846758349,0.3403403403403404,0.41662381819784255,0.22095575263786532,0.44104473057167626,2
33,0.6991078260427362,0.07475254369376988,0.0008014507189238583,0.28266208251473474,0.3823823823823824,0.39915242702530485,0.2723817071691387,0.4238296431089975,2
34,0.6991527036689124,0.0732593951995254,0.0007407068587707078,0.2814341846758349,0.35435435435435436,0.5578439570244446,0.24503611322224028,0.43060654964323497,2
35,0.6991558139093055,0.07531676104380726,0.0009011786005028133,0.2814341846758349,0.3863863863863864,0.4469358988523617,0.2711657078526996,0.4669742944743785,2
36,0.6994751146394874,0.07492729679273123,0.0008287508814606654,0.2814341846758349,0.3853853853853854,0.39983767031654555,0.24126624287278092,0.43564645888323056,2
37,0.6989812054569382,0.07341151898079654,0.028886611536573285,0.0027013752455795695,0.4784784784784785,0.4269290745920487,0.07483091498062477,0.4586072335550347,0
38,0.6995353950405299,0.07413451888355992,0.0008798743430595803,0.2814341846758349,0.3943943943943944,0.46315173747491595,0.18951021515784502,0.43641208462332726,2
39,0.6996227089639504,0.07428881996915684,0.000903475730549869,0.2814341846758349,0.3993993993993994,0.41878945388908084,0.3105118433590742,0.45361732036585933,2
40,0.699650337777949,0.07375534471094888,0.0006457427038184223,0.4395874263261296,0.15915915915915915,0.5350576304457831,0.2453911335895941,0.45206981667410245,2
41,0.6999029171625841,0.07473903311711369,0.0006780195459704991,0.2814341846758349,0.3893893893893894,0.4839127783589687,0.22210980993640034,0.4456807297403762,2
42,0.6999854172983158,0.07416427354081637,0.0007861488988744632,0.2814341846758349,0.3963963963963964,0.4671410635828284,0.26498498785238467,0.44422145003351415,2
43,0.699753761385035,0.07410194336342915,0.022867059516044144,0.0027013752455795695,0.49549549549549554,0.5111793541033842,0.17908167208132728,0.4838662498518379,0
44,0.6997893953672636,0.075202133601096,0.030172821458517077,0.0027013752455795695,0.5135135135135135,0.48972595520489065,0.16596931512272484,0.4948104535501562,0
45,0.7002959766618546,0.073818033197928,0.3823230443093031,0.0027013752455795695,0.5155155155155156,0.48487193901913966,0.3543030349752827,0.5600968845042364,1
46,0.7005044700315105,0.07491151792751811,0.000818659410738834,0.2814341846758349,0.43043043043043044,0.5495675406823678,0.253489380812787,0.4408693321032518,2
47,0.7001865486838394,0.07377956163989485,0.03035697633481134,0.0027013752455795695,0.5015015015015015,0.41681066097776975,0.07178122142132512,0.4594781467789259,0
48,0.7005581266258616,0.07294879306615128,0.0008795802029105586,0.28266208251473474,0.2692692692692693,0.5867795172449024,0.22961458451894284,0.42946928079535396,2
49,0.7011385486213003,0.0755284942411837,0.000837231113663141,0.2814341846758349,0.4214214214214214,0.3513732449837902,0.22901531463728303,0.4397408095618984,2
50,0.5992095584924286,0.06441561887392555,0.000724074875750451,0.4303781925343811,0.6636636636636637,0.566532942791417,0.23178450761133262,0.42407186628002874,2
51,0.5998938145453586,0.06527484202873043,0.0051301435052788094,0.0009823182711198447,0.22822822822822822,0.5509419064179698,0.2202781117869247,0.426248492944992,0
52,0.599915427905871,0.06557457663272374,0.023847800413937234,0.0009823182711198447,0.22022022022022023,0.5293443693209098,0.18115101076742107,0.4785300750434338,0
53,0.6000904582870064,0.06558502258560082,0.022079861343110165,0.0009823182711198447,0.18518518518518517,0.48399411098375256,0.1314032043271209,0.4811327185651926,0
54,0.6004538949036728,0.06457158969466573,0.0009194341400943519,0.43799115913555986,0.09709709709709709,0.597601153175448,0.21710094970485344,0.41907877025675405,2
55,0.6008295860574749,0.06710873992828363,0.025603757379708984,0.0009823182711198447,0.1971971971971972,0.4602747257383031,0.13387881880962335,0.46100875440836214,0
56,0.6008331415791663,0.06469592742471324,0.014713865993090403,0.0009823182711198447,0.1831831831831832,0.544827717249834,0.18624728330938384,0.4767323201493882,0
57,0.601264756501788,0.0661928911558803,0.0007918725003656118,0.0009823182711198447,0.16316316316316315,0.5004216125596344,0.23931257236978765,0.4352102306747246,2
58,0.6011665804853272,0.06445057867871529,0.01699544543277521,0.0009823182711198447,0.16216216216216214,0.49725122236722463,0.15271427099027457,0.4827205277108306,0
59,0.6015946117840599,0.06695217405768551,0.025694500362230796,0.0011051080550098236,0.3003003003003003,0.4967401268526121,0.1348050402601049,0.4534839972643521,0
60,0.6016782134467722,0.06496647643547576,0.02634317644214197,0.0011051080550098236,0.2902902902902903,0.40093052578254074,0.08380693866235955,0.45371445163899454,0
61,0.6022103598249713,0.06659998738260821,0.026410701763154708,0.0011051080550098236,0.31331331331331336,0.40120333533481567,0.08665498067219385,0.4567632682416559,0
62,0.6022170517102254,0.06487567570135418,0.025901294324867912,0.0011051080550098236,0.2802802802802803,0.6545668731641445,0.22441488738323723,0.5371610793959272,1
63,0.6024115739338649,0.064581096978678,0.02544392132411112,0.0011051080550098236,0.2992992992992993,0.5783051581649977,0.19665767135438633,0.498738145277777,0
64,0.6024499302670001,0.06468839216912607,0.007569097256547775,0.0009823182711198447,0.14314314314314314,0.4345775335469169,0.2474526442517206,0.45635153046556104,0
65,0.6024889151394255,0.06446534546272009,0.026593307551100696,0.0009823182711198447,0.15315315315315314,0.46457438436715437,0.14862814143445502,0.49448554130238026,0
66,0.6032991877788101,0.06686554444870203,0.0007998529182793308,0.2815569744597249,0.3103103103103103,0.3283211912606424,0.23941694333724087,0.4226168694256485,2
67,0.6033674543494136,0.06523974394847074,0.0008161125601845505,0.2815569744597249,0.31931931931931934,0.29562528511839015,0.246711589667786,0.4233560285554586,2
68,0.603531910388179,0.06456686626575507,0.000750631289242936,0.2815569744597249,0.2842842842842843,0.5023572249128808,0.27964585976648576,0.4350671182411379,2
69,0.6035847532062196,0.06575446736475249,0.000806747667889205,0.2815569744597249,0.31331331331331336,0.5077007889950081,0.19691775278507184,0.4179187872548024,2
70,0.6039083365529775,0.06577170278929874,0.0009270007834456463,0.2827848722986247,0.3123123123123123,0.614337069048437,0.2619775871073739,0.3330080261224142,2
71,0.6039262653591735,0.06526838617943609,0.0007576494060092209,0.26068271119842823,0.31131131131131135,0.4270687350510486,0.28502551515941615,0.44290087930111754,2
72,0.6039407193880199,0.06574769335472117,0.0007630058922255435,0.2815569744597249,0.3123123123123123,0.20437958984594606,0.33048527437789066,0.4451294324717206,2
73,0.6034704983789305,0.06678683271335188,0.016808011341748513,0.0011051080550098236,0.2602602602602603,0.5263423217680365,0.17207890638201329,0.4673465234252288,0
74,0.6040530925554937,0.06432951226870798,0.0009026231720468668,0.2815569744597249,0.2992992992992993,0.42869341771668357,0.31361262221426744,0.45200185639085527,2
75,0.6044075752579107,0.0670868140677705,0.008071214647740152,0.0011051080550098236,0.2622622622622623,0.2668224151460423,0.23009104573684402,0.4978826370924156,0
76,0.6044001578609945,0.06711268092797712,0.008084141136776475,0.0009823182711198447,0.06406406406406406,0.5390985023821754,0.1760488163769136,0.40157667754944004,0
77,0.6041055704407725,0.0670937350377613,0.024539179073858674,0.0011051080550098236,0.26626626626626626,0.5339552122958735,0.16293715560942312,0.47321896187463,0
78,0.6041724350679462,0.06491078250668511,0.004326580986998237,0.0009823182711198447,0.06906906906906907,0.5175045504153349,0.20204155815844063,0.4395249045694114,0
79,0.6046177690084179,0.06594740728625982,0.011887936907821948,0.0011051080550098236,0.2642642642642643,0.3596319301835797,0.1427463386142267,0.44398205333270085,0
80,0.6046334761577892,0.0663389635118177,0.0007833306779035061,0.0011051080550098236,0.2672672672672673,0.5291188058228226,0.2259425935253091,0.4132287375730061,2
81,0.6046430692980804,0.06646791377444417,0.011993377565937328,0.0009823182711198447,0.06806806806806806,0.3481816627312136,0.21587458225928366,0.4989517252341642,0
82,0.6046855412178288,0.06498037690783441,0.0007369983785923688,0.2815569744597249,0.3003003003003003,0.36062522303226485,0.3109224916512448,0.4504676124096834,2
83,0.6048987854420836,0.06612004510330097,0.0007626886090698729,0.2815569744597249,0.2642642642642643,0.22879696421089774,0.3352164331788498,0.4439238960636564,2
84,0.605008368180088,0.06452757125037911,0.0009397591124094648,0.2827848722986247,0.26126126126126126,0.572698298864108,0.22776153032560145,0.4201798084694284,2
85,0.6050272524609985,0.0666971866375716,0.0007573134591385109,0.2815569744597249,0.26626626626626626,0.34767712285891533,0.25062590018203273,0.4143219235838124,2
86,0.6051081630414465,0.06502544106205348,0.0007920994511404915,0.26068271119842823,0.2672672672672673,0.3803324425282184,0.2630012502088713,0.42942021795980606,2
87,0.6046168000763126,0.06521835133184586,0.01227776592385097,0.0011051080550098236,0.2502502502502503,0.4537640238380792,0.0941800201141242,0.43582228627031555,0
88,0.6046447384102893,0.06485393910048694,0.012087939144556213,0.0009823182711198447,0.025025025025025023,0.3057869282169319,0.16885515713541854,0.4377386820564036,0
89,0.6046392204844403,0.06485484244972228,0.012095888020791515,0.0011051080550098236,0.2542542542542543,0.31417945995943664,0.1384931283869304,0.47300057474571955,0
90,0.6049066255593789,0.06625704767329393,0.012043560562935405,0.0009823182711198447,0.03303303303303303,0.4097585560975373,0.1600018999937413,0.46692098553439954,0
91,0.6051805392615796,0.06510357649630338,0.0008559510064848611,0.2815569744597249,0.2602602602602603,0.28798936745615145,0.3511295752288406,0.46130333277285374,2
92,0.6053667879607934,0.0666383752340665,0.0008020992830214792,0.2815569744597249,0.2682682682682683,0.30930072391422514,0.3031387147232047,0.4460507311673779,2
93,0.6054861803447512,0.06694982006052187,0.0007510904166329065,0.2815569744597249,0.2762762762762763,0.26196581746563763,0.38482828238341804,0.4625315047741146,2
94,0.6055486649871716,0.06644809825840783,0.0008946128921890847,0.2815569744597249,0.2782782782782783,0.4323237884239262,0.2108287819072488,0.43938473537704487,2
95,0.6056631933161293,0.06561666176355246,0.0007183774034603576,0.2815569744597249,0.2272272272272272,0.3790118440329374,0.31101364950752847,0.45210240227661,2
96,0.6052166007138543,0.06693358511081011,0.016604864269030097,0.0009823182711198447,0.02702702702702703,0.5008392984767539,0.13934804967309244,0.5041283909236349,0
97,0.6053019443170058,0.0669352103819082,0.01670892381223256,0.0011051080550098236,0.2752752752752753,0.4680385773182263,0.1605975110993777,0.489951019445751,0
98,0.6053394666877446,0.06600059216863652,0.022445464857017976,0.0011051080550098236,0.2692692692692693,0.44277253195750277,0.15849394267816153,0.4768811743670616,0
99,0.6049440877676671,0.06073585877016648,0.007993711704667325,0.0011051080550098236,0.2102102102102102,0.5100272821368342,0.18902503686664662,0.4750688116026428,0
100,0.6047488855500093,0.05979382242017078,0.00572835476609481,0.0011051080550098236,0.24424424424424424,0.45768623905464334,0.19519124014175854,0.4215524669687441,0
101,0.605420374101748,0.05896536456994297,0.0009379315614328018,0.2815569744597249,0.2552552552552553,0.5524031775015201,0.24767323543753067,0.4413335565126328,2
102,0.605597263977585,0.06143912633590594,0.00084406669929634,0.2815569744597249,0.2972972972972973,0.3639233440706899,0.2562272781496189,0.45407236421827085,2
103,0.6056337426089609,0.05985081934704089,0.0008062833146590234,0.2815569744597249,0.2592592592592593,0.4500499902756218,0.20447409930056198,0.41157531972350875,2
104,0.6057342356713952,0.05932999195208939,0.0007793739703151423,0.2815569744597249,0.25825825825825827,0.24826858570246965,0.3010156351961174,0.4415928999659394,2
105,0.6058517143352842,0.059768174701288104,0.0008401717686047569,0.26068271119842823,0.24224224224224222,0.49729797182015206,0.20146886708622552,0.4308567158099124,2
106,0.6058693375795581,0.05865778707381995,0.18168527075051444,0.4322200392927308,0.5935935935935936,0.4886089775704827,0.3421678821708051,0.5162354120574807,1
107,0.6058696150392825,0.06033289354677626,0.0008060233291085239,0.2815569744597249,0.24324324324324323,0.5255627088064891,0.2655388278174886,0.439133024530056,2
108,0.6060400825734781,0.06073073121489456,0.0008164905004140994,0.26068271119842823,0.24324324324324323,0.41350495410572025,0.25494800427625,0.43874367521611274,2
109,0.6060710318006427,0.05901420527317187,0.39143168379715687,0.0011051080550098236,0.21421421421421422,0.6155457018933966,0.30980837898029906,0.5274121975579873,1
110,0.60633676618015,0.05940554936451728,0.0008384840088537394,0.2815569744597249,0.25125125125125125,0.5296987633706739,0.24407308514612228,0.4542199370410659,2
111,0.6063963531297836,0.05962942790162899,0.0008339993047669095,0.2815569744597249,0.2092092092092092,0.3969875676913998,0.30879720644033953,0.46358980855627846,2
112,0.6065802693466054,0.06091824452085899,0.016863287666580854,0.0011051080550098236,0.12812812812812813,0.45223583154148295,0.09829240673167092,0.42750034598998365,0
113,0.6068855918062703,0.05904408649130651,0.01336038457665841,0.0011051080550098236,0.12112112112112111,0.5759945280532,0.1716139448305069,0.4990705545667502,0
114,0.6069409903410606,0.06123237265166258,0.0008263130270022123,0.2815569744597249,0.2102102102102102,0.43413740249834376,0.23044659833509856,0.42231741766955383,2
115,0.6073450025728532,0.06096442720215539,0.0007836479610591767,0.26068271119842823,0.2112112112112112,0.39455086699050035,0.25069779768752654,0.41899364511116177,2
116,0.6073963535995929,0.060317191137536155,0.0009578231622846987,0.2815569744597249,0.2122122122122122,0.4513084551913196,0.27121365346336745,0.44432160594712533,2
117,0.6071659132053051,0.061235969423623325,0.0288983510133331,0.0011051080550098236,0.13713713713713713,0.5539546879989494,0.18056861865506196,0.4842525400572323,0
118,0.607572771279351,0.05907063416408674,0.0009017713600924663,0.2815569744597249,0.12212212212212212,0.3575251124812994,0.29003198063014246,0.47433940285546683,2
119,0.6075876341753808,0.059459291379892,0.0007815949524048371,0.4322200392927308,0.7487487487487487,0.5417463922787913,0.32931594673634385,0.8690664424979624,2
120,0.6075875039553388,0.06136772942973101,0.0007827334390222437,0.26313850687622786,0.22922922922922923,0.5853591521984391,0.43595329282584705,0.4401754896324251,2
121,0.6075845140398477,0.05955718456885397,0.008202562408701795,0.0011051080550098236,0.13513513513513511,0.5138833764915789,0.25691021790848906,0.4962401933211432,0
122,0.6078630242324636,0.059001530003722685,0.0007460105266734687,0.26068271119842823,0.12812812812812813,0.5102598652742237,0.1769625518830768,0.42394968565121194,2
123,0.6081412494450488,0.06036820238146972,0.0007867461377557257,0.26068271119842823,0.13613613613613612,0.31231826634730525,0.2562285486585289,0.4168523508549656,2
124,0.6083546903846861,0.05995420243198485,0.0007901242701778664,0.2815569744597249,0.12012012012012012,0.3383970119028081,0.2726881909314496,0.42674748858455674,2
125,0.6081522706519393,0.06003572209816577,0.010386293589549272,0.0011051080550098236,0.08008008008008008,0.5353856364270427,0.23078903997328984,0.456108146879065,0
126,0.6087972889126665,0.061440716652610125,0.0008733829163317087,0.2815569744597249,0.13113113113113112,0.25634366585554236,0.26983390865027596,0.46014263669545724,2
127,0.6089320547818761,0.06007290793240776,0.0008813778919431585,0.4381139489194498,0.04904904904904905,0.5967394356086296,0.21884776335628622,0.43898803453827245,2
128,0.6090002817719199,0.06043912571242182,0.000793940439991983,0.2815569744597249,0.13213213213213212,0.44040694455458174,0.2511727316795519,0.43596294985878065,2
129,0.6090852161120823,0.0597845698000205,0.32583376463654584,0.0011051080550098236,0.05005005005005005,0.5717932785275225,0.3357154688106978,0.5038189490926612,1
130,0.6092486208911779,0.058720764665019756,0.0007815949524048371,0.2815569744597249,0.08308308308308307,0.2862909565977687,0.3458517795329918,0.4574782731632021,2
131,0.6093131542233764,0.059188651547225225,0.0008213077919029322,0.26068271119842823,0.08508508508508508,0.43969348927287605,0.2843344884613095,0.44126338443445234,2
132,0.6094006628831515,0.05908660752398848,0.0007718362557221592,0.26068271119842823,0.08708708708708708,0.5306083569583327,0.24752937434706185,0.43356420295054976,2
133,0.6094998964921715,0.05945065676532972,0.0008232559104787502,0.2815569744597249,0.08708708708708708,0.3149108974839693,0.3396101437418737,0.4672984299251474,2
134,0.6095860008336832,0.06038683331690497,0.0006867982109764556,0.26068271119842823,0.08908908908908908,0.35584703869830736,0.26337455154461503,0.4501357482897651,2
135,0.6098198170539207,0.05923378717939218,0.3752726393159999,0.0011051080550098236,0.007007007007007007,0.6606739178347049,0.2708445258028086,0.5570668184742793,1
136,0.6094183696424066,0.05945588206845392,0.0056519417839802875,0.0011051080550098236,0.04004004004004004,0.3789449119488865,0.2609816051259337,0.4826240096615532,0
137,0.6097558390369772,0.06052201383500729,0.007872057877297174,0.0012278978388998024,0.28628628628628633,0.37050117466199783,0.14616763098944308,0.4618268693388868,0
138,0.6099309560995384,0.05926820053770525,0.0008444823402302686,0.2815569744597249,0.08908908908908908,0.4342740090648306,0.22858685522892064,0.42722837489484694,2
139,0.6099764005193317,0.06135587863216781,0.0008025757676664364,0.26068271119842823,0.09209209209209208,0.4641701434441515,0.13354698833303244,0.37481127007612425,2
140,0.610233091532524,0.05962757679322208,0.0008329263277892915,0.2815569744597249,0.08608608608608607,0.35616347626366723,0.28159385188725083,0.4465759518886925,2
141,0.6102185456767787,0.060541364690273415,0.007932039324690963,0.0012278978388998024,0.2812812812812813,0.43201219652664785,0.22133843470860404,0.4760377771793438,0
142,0.6105591411439663,0.058777501936475476,0.0007865408368902917,0.26068271119842823,0.05205205205205205,0.4653254632064566,0.16738221842907414,0.39679107115830076,2
143,0.6109406949702937,0.061016243465800625,0.0007817629258401921,0.26068271119842823,0.057057057057057055,0.3374615000861954,0.29668035942249094,0.4379574392288332,2
144,0.6109306767347896,0.06099156582603918,0.020828477913429982,0.0012278978388998024,0.2992992992992993,0.35161463765589085,0.1186173767644968,0.4391018619635548,0
145,0.6109790172641473,0.05940838183376543,0.000764928254874607,0.26068271119842823,0.042042042042042045,0.38245164474277826,0.24150871929284276,0.44749035779817037,2
146,0.6110285471893284,0.060761501429860566,0.0007631552019458591,0.26068271119842823,0.05405405405405406,0.32475728067196086,0.292440253345986,0.43562185901373734,2
147,0.6107757299255286,0.05925711247369454,0.02028698754899038,0.0011051080550098236,0.006006006006006006,0.5272165041952719,0.15318914552654922,0.47061799794564785,0
148,0.6112516699297108,0.06062525723764811,0.0008210409007778681,0.2815569744597249,0.057057057057057055,0.2772256224408082,0.35918981909132724,0.45616048422085953,2
149,0.833147319942527,0.07900916623773811,0.000770881979972192,0.0050343811394891955,0.3903903903903904,0.30382649663208183,0.31767026471085114,0.462193844907808,2
150,0.8335549957509394,0.07924748839303804,0.006290281898502613,0.004911591355599217,0.5985985985985987,0.2648439305010184,0.3021768258752263,0.5250936811445995,0
151,0.8345488869613357,0.08060692460252336,0.0007765557493441852,0.004911591355599217,0.6246246246246246,0.5080989887379432,0.24677595017640505,0.4470455442328104,2
152,0.8349986657986787,0.08130653406378585,0.021247142369194956,0.0050343811394891955,0.42542542542542544,0.5219708439010622,0.14259460185816183,0.4625719720880169,0
153,0.8347641268374181,0.07866810371735376,0.014249917765525208,0.0050343811394891955,0.42442442442442446,0.35400046250530015,0.08735503251452767,0.37628943239382917,0
154,0.8352103727139889,0.08045173924110262,0.007252765950344113,0.0331532416502947,0.2082082082082082,0.5405797483621114,0.2199630417809888,0.4589714728306209,0
155,0.8364427743990211,0.08022055557384834,0.0007669812635289466,0.0050343811394891955,0.46046046046046046,0.5134422355961182,0.20971124723133183,0.41901252265698236,2
156,0.8365227465243948,0.07919503987961875,0.23555177587620757,0.0050343811394891955,0.4664664664664665,0.6055148908792816,0.320940739395704,0.5064093457152113,1
157,0.8365238381562358,0.08087288214262307,0.000785103730832254,0.0050343811394891955,0.4614614614614615,0.40366672146883986,0.27648761937047245,0.4413120017339705,2
158,0.8365491230094799,0.07972295665872665,0.0007203439991140647,0.4615667976424361,0.91991991991992,0.5655201278558512,0.2358397471678292,0.4297016075832783,2
159,0.8368362055597485,0.08051320989751926,0.0007000828567043867,0.0050343811394891955,0.4674674674674675,0.6293205833101508,0.24525701180053,0.41849722264120814,2
160,0.8368521145699751,0.07877837463054507,0.3686783755182609,0.0050343811394891955,0.46346346346346345,0.6581462392217307,0.27163002139418807,0.4858157067069815,1
161,0.8373056559353376,0.07969256937293337,0.006978771415335943,0.0050343811394891955,0.4864864864864865,0.3379418177230322,0.30010021946978976,0.4806688470188873,0
162,0.8379347964544802,0.07999789152607026,0.022517973389946246,0.0050343811394891955,0.5075075075075075,0.4662746411537332,0.17624162531795146,0.49390246404673693,0
163,0.8386618383009982,0.08071329281164391,0.007710396510368454,0.0050343811394891955,0.5405405405405406,0.2569489343361084,0.27912530775923977,0.5029510379153558,0
164,0.8388803946321909,0.0810177602730357,0.0008195901702078515,0.4611984282907662,0.5535535535535536,0.5212856362677764,0.2538034313321529,0.4409023180188848,2
165,0.8388957566390803,0.07909887287498181,0.021155596846926448,0.0050343811394891955,0.5815815815815816,0.45735028388607774,0.09704281201779473,0.43427569980931313,0
166,0.8391572202761797,0.08040881497485734,0.02106675756333866,0.0050343811394891955,0.5895895895895896,0.4179977569994172,0.09918575500955791,0.4366745929987596,0
167,0.8405492685661496,0.08118475248200968,0.0007587878926266275,0.005157170923379174,0.32932932932932935,0.33232638551408694,0.17337091573657643,0.39034186045370056,2
168,0.8408814278328105,0.08090666860795001,0.0007711787330413192,0.3276031434184675,0.3503503503503504,0.4584765654710741,0.140542793660351,0.4173624924283549,2
169,0.840885124261295,0.07895511072852499,0.0007623153347690838,0.3276031434184675,0.34134134134134136,0.5701408075405814,0.32765217453695583,0.4429718918993933,2
170,0.8409943998541549,0.07905281464431382,0.0007284011248965958,0.324533398821218,0.34234234234234234,0.49554900435015575,0.1746875943445095,0.40484241837077045,2
171,0.8410442689847338,0.07960596566861874,0.0007469946643674989,0.324533398821218,0.34134134134134136,0.4450884710153138,0.20534827809637765,0.41363873254342554,2
172,0.8412511118450441,0.08041197235493634,0.0007382977464334154,0.3276031434184675,0.35235235235235235,0.5100320348950657,0.18321280794025227,0.4234066270971898,2
173,0.8413652028088154,0.08078357784614468,0.000743769201134381,0.3276031434184675,0.3433433433433434,0.43275972645731275,0.09480022439226067,0.37402729136052143,2
174,0.8413841603137616,0.08136307375634173,0.0007467744325300335,0.324533398821218,0.33233233233233234,0.5260885084673367,0.1674461960626357,0.4015722724116799,2
175,0.8418168621185568,0.07976259320991415,0.0007865035094602129,0.3276031434184675,0.3843843843843844,0.45227126471362344,0.1663330461722368,0.42670561038585675,2
176,0.8421857070229214,0.07908176048070353,0.000674498822765457,0.324533398821218,0.3873873873873874,0.5319901122375756,0.2572707954107506,0.44985066879430397,2
177,0.842180258758858,0.08008993711818424,0.0007256974991359809,0.4611984282907662,0.7557557557557558,0.5999841762857844,0.2229969233712515,0.430080891172054,2
178,0.842300586431445,0.08044893049863731,0.0007812403418190876,0.0050343811394891955,0.6256256256256256,0.5001149426835929,0.2353310992105679,0.43075060230600365,2
179,0.842389196618201,0.08076103021947022,0.0007547192027480271,0.324533398821218,0.33733733733733734,0.36797941039440274,0.2410975173578929,0.4275786304008813,2
180,0.8426607639848135,0.07872322202140628,0.0007905721993388133,0.3276031434184675,0.42342342342342343,0.42668670050773627,0.254825330531871,0.42571847423277104,2
